Tweets	Compound	Analysis
Castilla-La Mancha surpasses today the 500,000 doses of vaccines administered against the COVID-19 	0.0	Neutral
Denmark definitely suspends the use of the AstraZeneca vaccine 	0.4019	Positive
#venezuela #covid19 #vaccines #sanctionsnomore 	0.0	Neutral
# Covid19 #pfizer #trombosis # Vaccunacovid19 	0.0	Neutral
"""Covid-19: India opens a fast track for vaccines already approved before an increase in cases"" #coronavirus "	0.6249	Positive
❗The probability of a thromboembolic event with # vaccinascovid19 is much less than the risk of thrombosis if ... 	-0.2111	Negative
This is Hospra, the Spanish vaccine against the coronavirus that foresees producing 400 million doses in 2022 	0.0	Neutral
The Spanish vaccine against Hippro's Covid-19 would be two dose and apt to be modified before variants via 	0.0	Neutral
For the denicalists of the vaccines and those who decide not to get vaccinated! UK and Israel with a large proportion of population ... 	0.0	Neutral
# Regionmurcia, to the tail in the administration of vaccines. #coronavirus. 	0.0	Neutral
#asktheceo  will  suspend your vaccine patents, and share technology &amp; know-how to ensure that… 	0.3612	Positive
#asktheceo  will #jnj suspend your vaccine patents, and share technology &amp; know-how to ensure that everyone… 	0.3612	Positive
#asktheceo  will _tx suspend your vaccine patents, and share technology &amp; know-how to ensure that e… 	0.3612	Positive
#asktheceo  will you suspend your vaccine patents, and share technology &amp; know-how to ensure that every… 	0.3612	Positive
there are no vaccines in Spain enough and is saying bullshit 	-0.7184	Negative
"Luis Renuans: ""Our vaccine neutralizes the virus at the entrance door, now they do not"" ... "	0.0	Neutral
ema suspects j&amp;j covid-19 vaccine linked to blood clots, still says benefits far outweigh risks. warning to be adde… 	-0.5106	Negative
Health discards delaying the second dose of vaccines via 	-0.25	Negative
queues to receive the #Astrazeneca vaccine in #murcia. #coronavirus. 	0.0	Neutral
former world leaders call on biden to suspend covid-19 vaccine patents  vía 	-0.3182	Negative
#covid-19 vaccine could possibly trigger herpes infection in rare cases... 	0.0	Neutral
Today it has been a bad day for me pain, I woke up badly and I will sleep badly. Latest news from Coronavirus and vaccines ... 	-0.9186	Negative
Today we have known how much vaccines are moved in Palencia (we have a Vaccination team of vaccination ... 	0.0	Neutral
My mother told him that despite this announcement, they will put 2 vaccines, for age. So those of ... 	0.0	Neutral
"""The climate crisis will be much more devastating than that of coronavirus, and there will be no vaccine that stops it"" this fray ... "	-0.9099	Negative
"The EMA supports the Janssen vaccine and qualifies the ""very rare"" adverse effect thrombi - digital freedom "	0.6022	Positive
I do not know what is worse if all the mess there are with the coreavirus vaccines or the new soccer superliga 	-0.6808	Negative
The news today on the _AEP website | #Vacunas of # Covid19 in the online vaccine manual of the ... 	0.0	Neutral
Thank you _AEP and _H_MERINO for having us a day. We will have to update the foot of the vaccine table with the n ... 	0.3612	Positive
#Vacunas # Covid19 in childhood and adolescence #vaccineswork via _AEP 	0.0	Neutral
Health Discard Use AZ COVID-19 vaccine over 55 years old | via 	-0.25	Negative
Sputnik: The European Union allows any country to buy the Russian vaccine on its own | Coronavirus ... 	0.0	Neutral
Let us not be deceived, the reason for suspending the Astrazeneca vaccine is that a patrimonial claim against this ... 	0.3412	Positive
The European agency of the medication dictates that the vaccine #astrazeneca is related in the cases of thrombosis.administ ... 	0.0	Neutral
Sing while receiving the vaccine ❤️ # Kurdistan 	0.0	Neutral
They are monsters! I have read that the vaccine for the coronavirus will be paid 	0.0	Neutral
They look for a guilty of the contagions and another by the vaccine ... 	-0.6486	Negative
You must bear in mind that vaccines are not being administered in the particular homes of each user, ... 	0.0	Neutral
It crashes me a little that do not have expected vaccines for minors with the one of contagions in collegers ... 	-0.3612	Negative
Why can not compare vaccines against Covid-19 via 	0.0	Neutral
#deutsch liveblog: ++ stop on vaccine mall in ... 	-0.296	Negative
#Andalucia probes new vaccines against #coronavirus 	0.0	Neutral
Well alert but #Joemvacunoels 6 symptoms after receiving the AstraZeneca vaccine that must be treated in ur ... 	0.2846	Positive
Today they have made him the first dose of the vaccine in my father (79 years) Alegria immense! thank you so much… 	0.4199	Positive
Almost one in five Gallegos has at least one dose of the vaccine. One in five. 	0.0	Neutral
Because you talk about the side effects of vaccines and do not talk about good things like here: 	0.0243	Positive
Andalusia admits that he is probing the market to buy vaccines against the coronavirus ... 	0.296	Positive
"""The benefits of vaccining exceed the very infrequent side effects"" # Covid19 ... "	0.3818	Positive
"""blood clots after receiving the oxford-astrazeneca covid-19 #vaccine have concluded that these are a “possible” an… "	0.0	Neutral
"""We want to transmit to the entire population that the vaccine is safe and that any of the adverse effects described ... "	0.1779	Positive
I still do not understand why in the community of Murcia there are 90000 vaccines without putting and is the last one from all over the country. 	0.0	Neutral
interesting to read “excess in supply” from a country who has a shortage in vaccines. 	0.1779	Positive
Well no, the reason is what the malaria and the flu vaccine I have put 38 times and that of ... 	-0.4019	Negative
I am sick coronary and vascular, operated with heart and two thrombosis. Factor V Leiden. thromophilic, with overweight ... 	-0.7003	Negative
israel reports a disproportionately high number of breakthrough covid-19 cases after 2 doses of pfizer vaccine are… 	0.0772	Positive
It is a miserable. I am still vaccine against the Covid-19 alone to those who have a country's license via _mundo 	-0.6369	Negative
The visit of A #senegal has cost us € 128 million, while the researchers of the Spanish vaccine ... 	0.0	Neutral
It's over ... I'm giving voices that already better die from Covid19 than vaccines not proven ... 	0.1027	Positive
#galicia killed by #coronavirus = 2353killed by #astrazeneca = 0 	-0.6705	Negative
The 300,000 vaccines given to other countries, is also entangled ??? And about the disappeared, what do you tell me ??? 	-0.4329	Negative
Deputy Guanipa denounced vaccine sale against Covid-19 for $ 300 via _ve 	0.0	Neutral
damn #Astrazeneca !!! While we question vaccines, 74 deaths by work accident in what we have been ... 	-0.7701	Negative
All right. You have to get vaccinated. The benefits of vaccines (of all) is much higher than their r ... 	0.3818	Positive
Double-edged knife Covid-19 vaccine 	0.0	Neutral
mature vaccine against the Covid-19 only to those who have a carNE of the homeland via _mundo 	0.4215	Positive
Vaccination Calendar: When you will receive the coreavirus vaccine according to your age 	0.0	Neutral
WHO gives category of excellence to the Cuban vaccine against COVID-19 «Sovereign 2» via 	0.6249	Positive
#coronavirus: uk sets new record for covid jab second doses 	0.0	Neutral
"WHO, gave category of excellence to the Cuban vaccine against the Coronavirus ""Sovereign 2"" "	0.6249	Positive
Cuba The WHO gives category of excellence to the Cuban vaccine against the COVID-19 «Sovereign 2» ... 	0.6249	Positive
The White House evaluates suspending vaccine patents against the coronavirus via _pais 	0.0	Neutral
SEROLOGY COVID19 negative.Ni I have it, I have not passed it. I will be waiting for the vaccine. 	0.0	Neutral
"""The White House evaluates suspending vaccine patents against Coronavirus"". It that lime in l'current is ... "	0.0	Neutral
The more you would be able to strive when the vaccines are put. 	0.0	Neutral
my cynical self thought bolsonaro help up the sputnik covid-19 vaccine approval in brazil. my cynical self was wron… 	0.1531	Positive
The regional government highlights that next week they will be administered in Castilla-La Mancha 150,000 doses of vaccine ... 	0.0	Neutral
#covid19 #spain a million spaniards due second #astrazeneca shot will have to wait another month  - 	0.0	Neutral
At last Lombardia has put the batteries. Yesterday 110Mil vaccines administered. well!! 	0.3987	Positive
EMA guideline, WHO and scientific societies is not mixing vaccines, follow prospect time guidelines and ... 	0.296	Positive
tell _moreno that I take it to vaccinate with astrazeneca, I'm informing 	0.0	Neutral
The best vaccine for those who do not want to vaccinate .... is that they take it. # covid19 	0.6096	Positive
south africa lifts its pause on j&amp;j covid-19 vaccine. i think we'll see more of this. 	0.0	Neutral
me he matriculado en el curso orientation to national deployment and vaccination planning for covid-19 vaccines de… 	0.0	Neutral
At this rate within a year we will follow without vaccination 100% of the population. ⚠️The lack of vaccines slowly ... 	-0.3182	Negative
The lack of vaccines slows down immunization in Málaga: Only 6% have the two doses. # mlgesnoticia 	-0.3182	Negative
We must release the patents of vaccines against the Covid-19 gentlemen. If it is not for a human reason let's do it for ... 	0.0	Neutral
The #EFECTO known and collective hysteria two phenomena that increase the side effects of vaccines from co ... 	-0.1531	Negative
Also rise the weekly average of vaccines set ... Roza the 300mil. Between 337.488 yesterday there is also my father ... 	0.0	Neutral
His wedge had sent him a meme that said Astrazeneca = thrombi, rejected the vaccine and is now in the ICU with ... 	-0.5106	Negative
Risk of thrombi: - ASTRAZEnec vaccine 0.0004% - 0.05% anti-aceptive pill 0, 12% - Tobacco 0.18% - Covid19 16 ... 	-0.2732	Negative
totally agree # covid19 #vaccineswork although this does not believe it 	0.4201	Positive
The Lord blocked me for asking for its resignation when skipping to the government and trying to negotiate the spu vaccine ... 	-0.5106	Negative
The actions of $ J & amp; J fell slightly this week because of problems with his vaccine against the Covid19 that is ... 	-0.4019	Negative
The Valencian Community will have injected one million vaccines against the coronavirus next week ... 	0.0	Neutral
€ 25 a # Vacuna # Covid19? Eye, without being exhaustive, how many vaccines could be bought with the budget of ... 	0.0951	Positive
#Teamvox #Soloquedavox #YOCONROCIUMASTERIO Asturias raises the rhythm of vaccines after receiving 22,000 doses of astr ... 	0.0	Neutral
The side effects of the coreavirus vaccine by age, sex and dose, more details: 	0.0	Neutral
"How to benefit from a vaccine in ""Last Minute""? The ""reservist list"" QVAX soon accessible for all the ... "	0.4588	Positive
Well we went from the vaccines to the 2nd World War. That brutal ravage. 	-0.7845	Negative
today’s top scientific covid-19 papers - vaccines 	0.2023	Positive
"""the vaccine appeared to reduce all coronavirus infections—including asymptomatic… "	0.0	Neutral
one and a half million Andalusians have already a dose of the Vacan vaccine via 	0.0	Neutral
United Kingdom puts the direct with the coreavirus vaccine: It takes three days of record in injected doses, more deta ... 	0.4215	Positive
masks for customizable FFP2 companies. CERTIFIED and approved. # Covid ー 19 # Covid19 # Covid ... 	0.4215	Positive
The Astrazeneca vaccine could start to be distributed in the United States in May, but by then it will not be necessary ... 	0.2263	Positive
# Covid19 no thrombi nor risk for over 65 years: The Astrazeneca vaccine is safe, according to the US trial ... 	0.3641	Positive
AstraZeneca essays in the US confirm the safety of your coreavirus vaccine 	0.4215	Positive
The rinsing vaccine will be intranasal, of a dose and will prevent the transmission. Childo! Was not it also intranasal ... 	0.1007	Positive
So ... What's the balls do the vaccines serve? 	0.0	Neutral
Very interesting, although we will have to wait. The rinsing vaccine will be intranasal, of a dose and will prevent trans ... 	0.4754	Positive
Intranasal CSIC vaccine 	0.0	Neutral
"""Covid-19: Spain works on the prototype of an intranasal vaccine"" #coronavirus "	0.0	Neutral
Well, shortly a new vaccine ... 🤔🤔🤔🤔🤔🤔🤔The rinsing vaccine will be intranasal, of a dose and will prevent ... 	0.296	Positive
Look what I have shared: Russia already has the first lots of Covivac, its third vaccine against coronavir ... 	0.34	Positive
this is the key. To the Catastrophic Management of the EU in the acquisition of vaccines, the intentional delay must be added ... 	-0.6705	Negative
How do vaccines affect Vaccines against # Covid19 to children, pregnant and lactating mothers? # VoiceExperts # Yomevacuno ... 	0.0	Neutral
speechless. Vaccines, vaccines, vaccines ... 	0.0	Neutral
it's the rest of europe who are riddled with covid uk did 800,000 jabs yesterday 900,000 adults live… 	0.0	Neutral
Morocco, almost 7m of doses of vaccines set! The rhythm of communist vaccination in Spain behind ... 	0.0	Neutral
Vaccination with AstraZeneca Blood bypass against the pandemic 2021. No risk of thrombosis. Help prevent. without… 	-0.128	Negative
some future shipments of johnson &amp; johnson vaccine delayed by factory mix-up 	-0.2263	Negative
watching the answers, do you know how vaccines work ??? I really find it amazing 	0.6812	Positive
Sanitary personnel of Táchira protest at the lack of vaccines against the Covid-19 	-0.5106	Negative
Very understandable what explains the on vaccines ... 	0.0	Neutral
We have been waiting for 1 year to the vaccine without complaining. 🥰 # Covid19 # VaccuncoVid19 #felizjueves #semanasanta # Madrid ... 	0.1511	Positive
The WHO is forgotten that vaccination goes to the rhythm that goes because Europe exports almost 50% of vaccines to others ... 	-0.2263	Negative
I hope the press was as objective as. If you want real information about Covid19 and the vaccine campaign ... 	0.4939	Positive
Day 383 of the pandemic: Today, finally, I have put the first dose of the vaccine for # Covid19 We are a ... 	0.0	Neutral
"""Russia registers vaccine against Covid-19 for animals 🦺"" "	0.0	Neutral
The _commission can make treatments and vaccines in front of # Covid19 be a public good available p ... 	0.4404	Positive
Spain beats its record and administers 306,000 doses of vaccines against # Covid19 in the last 24 hours 	0.0	Neutral
let's translate it, if it is not for the vaccine they all fall 	0.0	Neutral
But paralyze the vaccine from 80 to 82, what do you play Ayuso and CIA? The life of our elders is sacred, and the one of new ... 	0.34	Positive
Babe oysters, who have already taken the ideal t-shirt to get vaccinated # covid19 #vaccination # vaccines ... 	0.5267	Positive
And after the first dose of the vaccine ... I seem more concerned than her. she is hungry. # Covid19 # story ... 	0.0	Neutral
efficacy of nvx-cov2373 covid-19 vaccine against the b.1.351 variant (s. africa) was efficacious in preventing… 	0.0	Neutral
🦠 + = Modern says that a 3rd dose of your vaccine (the one we already have or the new one) improves the answer to the ... 	0.4215	Positive
Patents and Vaccines: Bravo for wishing the good. They go up to the car when they have too long vaccines🧒Tra approve their use ... 	0.5859	Positive
EE UU supports release the patents of vaccines against the coronavirus to make universal its use 	0.3612	Positive
Pfizer vaccine provides 95% protection against coronavirus, according to The Lancet via 	0.0	Neutral
Approaching us at the Sálvese who can. EE UU supports freeing vaccine patents against the coronavirus for ... 	0.6808	Positive
"The EU opens to ""discuss"" the release of the patents of vaccines proposed by Biden via _pais "	0.0	Neutral
At last: EE UU supports freeing the patents of vaccines against Coronavirus to make universal its use via ... 	0.6808	Positive
EE UU supports free vaccine patents against coronavirus to make universal use via _pais 	0.7003	Positive
⚠️ This information interests you ... If you have 57, 58 or 59 years old and have not yet been called for the vaccine against the ... 	0.25	Positive
Brussels moves towards the release of patents from vaccines against Coronavirus after US decision - 	0.0	Neutral
_Em today second dose Modern vaccine against the COVID-19 thanks to all personal CEMCAT Sclerosis Center ... 	0.4404	Positive
"Call for an appointment for vaccine # Covid19 and .... ""We have an incidence and we can not give appointments, call and try it ... "	0.0	Neutral
Spain today surpasses the 5 million immunized against Coronavirus and 17 million doses of vaccines, co ... 	0.0	Neutral
Denmark has now suspended the administration of Johnson & AMP vaccine; Johnson against the Coronavirus, being posib ... 	-0.4767	Negative
The US supports freeing the patents of vaccines against coronavirus to make universal its use ... 	0.6808	Positive
Brussels moves towards the release of patents of vaccines against Coronavirus after the decision of the US ... 	0.0	Neutral
This does not come! ️Hoy we can not ask for the Andalusians for the vaccine. 	0.0	Neutral
In favor of releasing the patents of vaccines against Covid-19 for their intervention in the countries more ... 	0.4019	Positive
the manufacturing techniques of mrna vaccines are very advanced and difficult even for major vaccine manufacturing… 	-0.1206	Negative
Madrid sum and follows: Yesterday 75,000 vaccines injected each vaccine is a broken transmission chain, an infect ... 	-0.4767	Negative
He had not put the vaccine. It was prior to injecting it! 	0.0	Neutral
I've been trying to take an appointment for the # Covid19 vaccine for my father of 67 years. I have 1 sema ... 	0.0	Neutral
Because temporarily suspending patents is not enough to accelerate the production of vaccines in the short pla ... 	0.0	Neutral
"""how to quickly ramp up global vaccine production""  and myself two months ago. great to see that the… "	0.6249	Positive
Meanwhile, Germany will allow the AstraZeneca vaccine # Covid19 for all adults. 	0.2263	Positive
"This releases the patents from vaccines I find that it is a ""morale injection"" for Catalan pharmacists q ... "	0.0	Neutral
#eeuu supports liberalizing vaccine patents against VOCID-19 so that its use is universal via 	0.3612	Positive
The only doctor who told us the truth about vaccines! They are not reliable because they are not tested enough ... 	0.3802	Positive
If I have a history of thrombosis / platelets low or volume anticoagulant I can vaccinate me included with astrazéneca? ... 	-0.2732	Negative
Are vaccines in front of the Covid19? Yes.According to the last April report of the IMSERSO, in the residence ... 	0.0	Neutral
Efficacy estimated in the prevention against Covid19 according to vaccines: - Pfizer 95% - Modern 94.1% - Astrazéneca 76 ... 	0.0	Neutral
What are the most frequent side effects of vaccines against Covid19 so far? Pain area d ... 	-0.5542	Negative
Current vaccines fight existing variants so far? Depending on the last studios yes, I go through ... 	0.0258	Positive
Continue and intensively investigated everything in relation to vaccines and the Covid19 so they may appear new ... 	0.0	Neutral
Well I am sanitary at and I have not yet received the vaccine. Do not thank me for my tre ... 	-0.0026	Negative
#Melinity Covid in maximums / vaccines at minimum 	0.0	Neutral
Vaccinated people in front of the # Covid19 at the Valencian Community will have a vaccine support - the ... 	0.4019	Positive
I'm going to hit a fucking shot ..... 	0.0	Neutral
The distribution of vaccines is not being equitable, CCAA with a very high managed vaccine percentage are very ... 	0.0	Neutral
WHO authorizes Janssen's COVID-19 vaccine in pregnant and lactating 	0.0	Neutral
safety data of mrna #vaccines against #covid19 in 325 patients with autoimmune and rheumatic diseases _bmj 	0.4215	Positive
We have reached 9 million vaccines administered. Almost 3 million immunized. just over 6 million ... 	0.1027	Positive
Finally, two days followed by vaccinating the same amount ... 252000 vaccines. The goal of Draghi is to reach 500mil di ... 	0.0258	Positive
I listen to those who suggest that Spain should buy vaccines on their own to other countries. Vaccines that have not been ... 	0.0	Neutral
A single dose of the mRNM vaccine protects people who have had Covid-19 via _Es 	0.3182	Positive
Lift the patents of the vaccines ✒️ 170 worldwide extendataries and Nobel Awards ask them to rise the Pats ... 	0.4588	Positive
Large pharmaceuticals fail in vaccines for the Covid-19 #Lazon_en 	-0.5423	Negative
[...] points out that almost 200 million adults around the world have received the vaccine, and the risk of events adver ... 	-0.2732	Negative
"Volunteers of civil protection, in ""first line"" but without receiving the vaccine. "	0.0	Neutral
Large pharmaceuticals fail in vaccines for the Covid-19 via _Es 	-0.5423	Negative
New groups are extended for the appointment of the web vaccine! If you were born between 1956 I 1960, (a ... 	0.0	Neutral
Canarias has almost 20% of its population vaccinated with, at least, a dose of the vaccine against the Covid-19 	0.0	Neutral
We enlarge new groups The appointment for the vaccine from the web! If you were born between 1956 and 1960, both and ... 	0.0	Neutral
#biden confirms that all Americans are eligible to be # vacunadas in #eeuu #vaccine 	0.0	Neutral
Everyone is free to do whatever you want. Without vaccines, it is and others, we would continue in the 16th century. 	0.5574	Positive
They have put it on shot but Mr. Simón has not fallen into temptation. 	0.395	Positive
6,662 deaths and 299,065 lesions reported to the European database after experimental injections against co ... 	0.0	Neutral
# ESHORADEVOX # Teamvox # Yoconrociomonosterio Health investigates whether the brain thrombosis of a 55-year-old woman is due to ... 	0.0	Neutral
The Vaccination Passport COVID-19 will only be valid for authorized vaccines within the EU 	0.0	Neutral
vaccine-induced prothrombotic immune thrombocytopenia (vipit) following astrazeneca covid-19 vaccination - ontario… 	0.296	Positive
This will be the way, along with vaccines. 	0.0	Neutral
They study a brain thrombosis in a woman who took a crosscamp in Asturias 	0.0	Neutral
They rule out that the #Astrazeneca vaccine has caused the death of a woman in Asturias # Covid19 ... 	-0.5994	Negative
The vaccines arrive little by little and with them the number of people who receive them and hope are expanded in ... 	0.4939	Positive
After many days with an average of 250 thousand daily vaccines we have returned again. The aim of 500mil daily ... 	0.0	Neutral
researchers are hatching a low-cost coronavirus vaccinea new formulation entering clinical trials in brazil, mexi… 	0.0	Neutral
No more than 25,000 vaccines will have been lost along the path or worse, they wanted to sell the motorcycle. We are the last e ... 	-0.765	Negative
The seven symptoms behind the AstraZeneca vaccine that require immediate medical attention via 	0.0	Neutral
_Godall will not be that you will have the Russian vaccine against Covid-19 and are the side effects? 	0.0	Neutral
After all the fear that have gotten with the Astrazéneca vaccine, why do not all the charges be vaccinated before ... 	-0.3369	Negative
It seems that is one of the best vaccines, but it will not come up until next year because it has not had enough ap ... 	0.3818	Positive
All about the intranasal vaccine of the CSIC: Why can it become the best? how does it work? When will Li ... 	0.6767	Positive
We need a vaccine with antibodies against insolidarity via 	0.0	Neutral
Thanks to the #Covax initiative, the #PERU has received 117000 doses of the #PFIZER vaccine. One of the 11 countries benefits ... 	0.6705	Positive
Investment in Spain for the Coronavirus vaccine 700000 euros, rescue for the airline Chavista Plus Ultra 53 million ✊✊✊✊✊ 	0.5106	Positive
For today I have seen this and I have pointed to the clinical trial of this vaccine. I encourage you to be part of this ... 	0.5106	Positive
The best coreavirus vaccine is the one that touches you, not the most effective # Covid19 	0.3462	Positive
218Mil vaccines put in the last 24 hours 	0.0	Neutral
I offer to cirrhosis by the AIDS vaccine 	0.0	Neutral
80000 vaccines a day! Ay mother, let's have fourth, fifth, sixth ..... wave 	0.0	Neutral
First vaccines, no more promises 	0.1761	Positive
‘i was sort of stunned’: fauci and u.s. officials say astrazeneca released ‘outdated information'... so this is abo… 	0.0	Neutral
updated recommendation on johnson &amp; johnson #covid19 vaccine.includes a warning that rare clotting events mig… 	-0.34	Negative
2 million more vaccines were distributed yesterday this advances a lot of encouragement to Todxs yesterday and 23% one ... 	0.4215	Positive
Three scenarios, three hypotheses, three reactions. The Mystery of #LongCovid against vaccines. 	0.0	Neutral
DO YOU WANT TO KNOW THE RECOMMENDENCIES OF ADMINISTRATION The COVID-19 vaccine currently available? (administration,… 	0.2577	Positive
Tomorrow I have the second dose of the vaccine against the Astrazeneca VOCID-19 and it has not been defined that ... 	0.0	Neutral
Fill vaccines against the Covid-19 with physiological serum via _republicas that be c ... 	0.0	Neutral
Today, the doctor will respond to all the doubts of the Infokaires referring to the different vaccines with which in ... 	-0.296	Negative
The coreavirus vaccine should not be mandatory, nor now never! Signature, this request also to demand ... 	-0.2533	Negative
#packaging #Mecause teamwork to ensure the safe arrival of the crown vaccine ... 	0.6705	Positive
pfizer expects to have a protease inhibitor pill to treat covid-19 at home by the end of 2021. 	0.34	Positive
350Mil vaccines administered yesterday. We know without reaching the aim of 500mil daily 	-0.1511	Negative
Flipalo! Almost 10% of the population will receive a dose of the vaccine throughout this week. 	0.0	Neutral
22.82% of the population of the Community of Madrid already has the first dose of the vaccine. 7.40% Paute co ... 	0.0	Neutral
the only way out of the #covid19 pandemic is to make sure there are vaccines for everyone, everywhere. that's why i… 	0.3182	Positive
what is the point of #vaccinepassports if you’re still required to test in and out and self isolate upon your retur… 	-0.2023	Negative
today’s top covid-19 papers; variants, transmission, vaccines &amp; more! 	0.2714	Positive
The false affirmations of The Big Reset on the pandemic, the PCR and vaccines against the COVID-19 - 	0.0	Neutral
Telephone conversation with my father behind the # Covid19 vaccine: -He: I just left the clinician and still do not have me ... 	0.0	Neutral
First dose of the Covid-19 vaccine. Let's continue to take care of that there is less. It's worth it for the time we have left !! ✌️ ... 	0.6603	Positive
It's cute to give everyone the world to vaccinate but still should have vaccines 	0.25	Positive
Finally, the teachers of Valladolid we are receiving our first dose of the # AstraZeneca vaccine. ... 	0.0	Neutral
258,808 vaccines put in the last 24 hours. very well. The average goes up !!! 	0.5055	Positive
But, there are some side effects, as a headache. Anyway, stay one very comfortable, with Tent ... 	0.5563	Positive
and many more if we had had vaccines and they would have been put by AP nurses 	0.0	Neutral
Huge, we can not fight against # Covid19 without the gun of vaccines, do everything possible and even ... 	0.6726	Positive
EMA authorizes new factories for the production of vaccines against Covid-19 	0.0	Neutral
_ is another propaganda maneuver, this vaccine is not yet approved by EMA and it has to pass all the process ... 	-0.5158	Negative
It is more likely that the AstraZeneca vaccine will cause you a thrombus that a Vox politician is not a facha 	0.0	Neutral
or you die by the vaccine or ruffles of Covid19 .... Matrix to the beast 	-0.5994	Negative
The coreavirus vaccine avoids dying and serious problems with the covid ... 	-0.5719	Negative
hahahaha I hit a shot on the cock and straight at coffin 	0.0772	Positive
#Extramade plans to receive this month 200,000 vaccines against # Covid19 	0.0	Neutral
55m of vaccines in 4 months, knowing that between vaccine and vaccine you have to leave a time lapse (up to 3 months with ... 	-0.0516	Negative
Waiting for a new normality. Apart from following all anti-covid-19 recommendations the vaccine is a step Fu ... 	-0.6908	Negative
This article describes the types of vaccines that exist. ... 	0.0	Neutral
The new hope that opens the COVID-19 against cancer: The ARNM vaccine 	-0.3612	Negative
It will be for San Juan, if the vaccines arrive, it is very important to save the tourist summer, 	0.6764	Positive
and worse yet: not only are they unprotected before a coronavirus contagion; They lack protection and access to the vaccine ... 	-0.872	Negative
He is a mosqueer who is citing acquaintances to vaccinate them with surplus vaccines! How can you surpass vaccines if ... 	0.0	Neutral
#covid19 exclusive: pfizer warns eu to back down on vaccine threats to uk' | via 	-0.4019	Negative
it’s the same...standard dosis is enough to prevent thrombosis in icu _hjrj  effect of intermediat… 	0.0258	Positive
These data demonstrate the effectiveness of vaccines against coronavirus, as well as the organization and plan of cont ... 	0.2732	Positive
At the time of overinformation (and misinformation) on the vaccines we are living, any feature that amplif ... 	0.0	Neutral
europe begins administering  #vaccines again. #cgfpsicología 	0.0	Neutral
fearn exactly i'm a scottish teacher in spain vaccine was cancelled numbers going up… 	-0.25	Negative
The person in charge of negotiating the purchase of vaccines in the EU rejects the criticisms and maintains that Astrazeneca fails to comply ... 	-0.7845	Negative
Why is it wrong? The report (March 18) is clear: Anti # Covid19 vaccines do not avoid contagion but ... 	0.0731	Positive
Meanwhile here we have a few pieces of useless govern it unable to look for the beans for vaccine ... 	-0.4215	Negative
concern or indignation? # Covid19 #coronsvirus #vacunaastrazeneca 	-0.5267	Negative
I hope that these do not put the vaccine. 	0.4404	Positive
Please Oriol, did you track the effectiveness of the seasonal influenza vaccine in front of the Covid19? 	0.3182	Positive
Meanwhile Europe we discussed on trombos, Russia, one of the most populated countries in the world, send vaccines to the field ... 	0.0	Neutral
This is the agreement between built and mature to buy vaccines for the coronavirus 	0.7184	Positive
Health reveals the whereabouts of the 52,600 'disappeared' vaccines of its reports 	0.0	Neutral
Spain gives more than 300,000 vaccines from Pfizer against the Coronavirus to 5 European countries that go backward. Austria, ... 	0.0	Neutral
Today second dose of the vaccine! Every day closer to the end of # Covid19! #pfizer 	0.0	Neutral
Argentine president, Alberto Fernández, gives positive from Coronavirus two months after receiving the sputn vaccine ... 	0.5574	Positive
Don Luis does not laugh hahaha ... 600 million vaccines applied in the world in 3 months, at that rhythm ... 	-0.7048	Negative
Request appointment and vaccine you! # vaccunacovid19 #responsibility Collective # covid19 #manresa ... 	0.0	Neutral
The ability to generate humoral immune answers to vaccines against Covid-19 can be reduced from ... 	0.6249	Positive
This brain, did not understand that the # Covid19 vaccine not immunized ... let's minimize the odds ... 	0.0	Neutral
The contagions by Coronavirus are shot in # ESUCADOR, without affecting the date of the presidential elections via ... 	-0.3612	Negative
home supplies are working well yet maybe there’s still skepticism regarding vaccines that keeps many people from be… 	0.0258	Positive
AstraZeneca downgrade the effectiveness of his vaccine against the COVID-19 via _ Discover 	0.0	Neutral
Administered the second dose of the vaccine against # Covid19 in our town. # Villaverdehoy 	0.0	Neutral
The CSIC needs financing for our vaccine, the money that destined Plus Ultra del Chavismo, Q Return it !!! ... 	0.0	Neutral
#astrazeneca #covid19 #politics 	0.0	Neutral
#femxarxa #covid19 #astrazeneca #covid_19 	0.0	Neutral
159,832 vaccines in the last 24 hours. We continue with the ups and downs 	0.0	Neutral
200 million. Again: 200 million Joe Biden promises to administer 200 million vaccines against the Covid-19 before ... 	0.3818	Positive
Children Nooooo give him antibodies but vaccines no. This is people's disease majority polio No higher SE v ... 	-0.6808	Negative
The EMA begins to analyze the Chinese vaccine of the VOCO-19 VIA 	0.0	Neutral
First dose of Pfizer vaccine against Coronavirus is already in my body ... I hope you do not have many problems. 	0.6319	Positive
hope and pray this continues! our only defence in this fight so far! #covid19 #vaccineforall 	0.555	Positive
Now speaking seriously the management that has been made from Covid19, vaccines and measures have been ... 	-0.1779	Negative
I have put on the second dose of the Pfizer vaccine against the Covid-19 and I voted on the left. A day for Inacu ... 	0.0	Neutral
Queues in to receive the first dose of the AstraZeneca vaccine against # Covid19 while I wait ... 	0.0	Neutral
Good morning to all, less to those who force our elders to make kilometers for bad roads for vaccine ... 	-0.1531	Negative
What is known about the new Japanese variant of the coronavirus: Is it more contagious? Do you escape vaccines? , more detail ... 	-0.3298	Negative
A patient immunosuppressed by treatment with antitnf develops antibodies with vaccine # Covid19 	0.0	Neutral
# ElGobierNodelamentira # Teamvox ⚒⚒ # Range Safety Discard that the vaccine caused the thrombosis of the woman ... 	0.2023	Positive
