Tweets	Country	Compound	Analysis
Provisional stenting is to be considered the first choice for true (Medina 1,1,1 or 0,1,1) left main bifurcation le… 	IT	0.4215	Positive
Recently we have had a dreadful acute stent thrombosis (LCX ostium) during nano-crush for LM bifurcational disease.… 	IT	-0.4404	Negative
[1/2] #ACC21 | #ATLANTIS: apixaban not superior to standard of care following #TAVI in reducing a composite primary… 	IT	0.09	Positive
 Apparently about 30% have had at least one jab. They're really getting a move on now. Unfortunatel… 	IT	0.0	Neutral
12 hours after first AstraZeneca jab and I got hit by an anvil. Shivering, headache, numbness, body hurting, nightm… 	IT	-0.5859	Negative
No travelling unless you get a covid jab.Blackmailing? You bet! 	IT	-0.3595	Negative
  Nope and this is true in the UK as I have links to the Police and the health indu… 	IT	0.4215	Positive
Done! Second jab due on July 31 	IT	0.0	Neutral
Just after the jab 	IT	0.0	Neutral
 Got one jab. Think they should just get through the rest of the population now!	IT	0.0	Neutral
  Can you imagine the joy of giving #pritipatel the jab .......	IT	0.7351	Positive
 Hope you are feeling better now. Think this: you are gonna be protected (at least in part if you ha… 	IT	0.8481	Positive
Italian officials worry that people won’t show up for their second vaccination shot because they will be — at the b… 	IT	-0.4404	Negative
THIS is why I don’t shoot my shot lol y’all are some bitches 	IT	-0.5423	Negative
Can someone explain to me how/whether Canada has effed up its vaccination? I mean there are 30 to 40 year olds in P… 	IT	0.0	Neutral
Great to hear! I’m roaring and ready to go for my second AZ shot in 3 weeks  #covid #AstraZenaca #covidau 	IT	0.784	Positive
Off topic but if you haven’t taken a shot for your spring allergies go take it NOW ive been waking up feeling horri… 	IT	0.1901	Positive
the shot                           the cameraman 	IT	0.0	Neutral
Handle shot of the #witcher #sword cant end a wire wrap without a turks head, it's against the law 	IT	0.0	Neutral
Curry's look and body language after that shot. He was defeated  	IT	-0.4767	Negative
 The man who returned with a haircut was shot and taken away. In the morning, he told his family that he was de… 	IT	0.0	Neutral
 The man who returned with a haircut was shot and taken away. In the morning, he told his family that h… 	IT	0.0	Neutral
 Dear,presidentThe man who returned with a haircut was shot and taken away. In the morning, he told his fami… 	IT	0.0	Neutral
The man who returned with a haircut was shot and taken away. In the morning, he told his family that he was dead. 	IT	-0.6486	Negative
Are NFT collectibles really securities? Top Shot collector sues Dapper Labs  	IT	0.5531	Positive
_Unison  And only have him hold his crotch once and it only happens in medium shot so you cant even see it	IT	0.0	Neutral
#UAE and #Bahrain used #Covid19 from #China and no antibodies were produced. Now offering a third booster shot but… 	IT	-0.296	Negative
‘We got shot at’ – the outrageous life of Jayne County, the first trans rock’n’roller  	IT	-0.4588	Negative
shot for the tl 	IT	0.0	Neutral
Need a west ham draw or loss tonight. Arsenal with a legit shot at 6th and a Europa league spot on the final day if our result holds	IT	-0.3182	Negative
On the same day she received her second vaccination shot and a reservation from Beyoncé for a private room in her s… 	IT	0.0	Neutral
S. Francesca Romana is a characteristic feature in every panorama of the Roman Forum. In this original shot, instea… 	IT	0.3869	Positive
_Carp01    I was reading her post.  Shot with the iPhone 11.  Pretty sharp looking.	IT	0.4939	Positive
 I'm still waiting for him to shoot more than one shot at the final boss, the guy had like 1000 ammos	IT	0.0258	Positive
  I really think he fastracked himself to the title shot, he's only 27 and has all the time to be… 	IT	0.0	Neutral
so redkira is already gone, and she has shot what whe had to shot, right? 	IT	0.0	Neutral
he blocked that shot with his hand	IT	0.2732	Positive
Best jump shot for pure sharp?	IT	0.6369	Positive
Landscape Study RL.1409 shot of a landscape study for both Latentscape and Vani… 	IT	0.0	Neutral
 The best shot of the RING	IT	0.6369	Positive
it wasn't just eddie being shot but buck was alone in shock, no bobby #911onFOX	IT	-0.8271	Negative
 We got our 1st shot last week! It took months of negotiations with 2 Italian governments	IT	0.0	Neutral
     Ooh  from the day they shot the final scenes. You've real… 	IT	0.0	Neutral
Northeast side of the Roman Forum in 310 AD and same shot photo (1910?)Suggestive reconstruction carried out by… 	IT	0.0	Neutral
   Good list but minerals are mostly peed out from adding to water. You would… 	IT	0.2382	Positive
nate mackinnon just made a statement with that empty netter y’all, he shot that puck into that net soooo hard	IT	-0.296	Negative
 Do we know what happened to the DH with convulsions and was in critical state after the 2nd shot?	IT	-0.3182	Negative
#Shooting in #Liverpool #England and man found with injuries to his chest after man opens fir in a pub?	IT	0.0	Neutral
I was finally able to take the appointment for my first shot!!!! I will get vaccinated soon yeeeesssss!!!! 	IT	0.0	Neutral
New Lawsuit Dunks on Dapper Labs' NBA Top Shot NFTs  	IT	-0.0258	Negative
 Let’s go to the scoreboard: How many cops shot by Blacks compared to unarmed Blacks shot by cops? Note t… 	IT	0.0	Neutral
Clarification: it hasn’t been 2 weeks since my second shot and I don’t wanna give myself covid	IT	0.0	Neutral
People dumb asf. You know how easy it is to buy a laptop, syringes, a army outfit and walk around acting like somet… 	IT	0.2732	Positive
Karen Tully: 59-year-old Scotland woman dead 48 hours after AstraZeneca shot 	IT	-0.6486	Negative
     They all hit the ground. Unless shot down. The… 	IT	0.0	Neutral
Perhaps even more impressive, because this 🫖 was shot in Rome  ... where Cornish roots apparently run deep❓🤔 	IT	0.5563	Positive
All lives matter. One Shot - Carol Schuler for    #humanrights #rescue #AllLivesMatter… 	IT	0.0258	Positive
_Staub behind the scenes shot, alien	IT	0.0	Neutral
 and shoot ya shot	IT	-0.34	Negative
Someone came in, took a double shot of Hennessy and said “where’s the pussy at? I’m tryna fuck.” 	IT	0.0	Neutral
I just saw a video shot on the phone of a girl's face talking but without audio of 5 seconds in loop. NTF at 4 ETH… 	IT	0.0	Neutral
i admire anyone who’s brave enough to block a pulock shot because that, my friends, is a big blast	IT	0.7717	Positive
A shot from distance!	IT	0.0	Neutral
Literally allergic to even considering a shot from any distance. Madness.	IT	-0.6249	Negative
 Really Paris you eat all media's lies? You are a smart person. The genocide is made by Hamas who shot… 	IT	-0.0258	Negative
 adina you are blessing us with so many fics and one shot rn ilysm🤍	IT	0.4939	Positive
@_lyrebird_ Han. Ek filter shot hai something wo bhi.	IT	0.0	Neutral
 Great shot and stunning legs 🤩🤩 #fanclub	IT	0.7717	Positive
 I get my second shot next Saturday!	IT	0.0	Neutral
 oh, learn from my mistake:  if you need other meds, SET ALARMS.  I'm pretty sure all the shot did was… 	IT	0.0688	Positive
SIGN: Justice for Mother Bear Shot by Poachers, Leaving Baby to Die 	IT	-0.128	Negative
   What is the point of this graphic. Messi was poor in 2018 lmao, a jammy (failed shot)… 	IT	0.2023	Positive
 I had to remind her that the boyfriend is right here and also the Netflix movie will be closed and… 	IT	0.0	Neutral
Dzeko prods a shot at goal after another good attacking move, but the ball is always going wide.  63' | 1-0 |… 	IT	-0.0129	Negative
That’s #Rome. Shot by  	IT	0.0	Neutral
 Amazing shot	IT	0.5859	Positive
Jose Mourinho wants to bring Borussia Monchengladbach’s Swiss shot-stopper Yann Sommer to Roma next season, the pla… 	IT	0.0	Neutral
In a Walgreens waiting to get my 2nd shot and they won’t stop playing Bruno Mars. I will take COVID.	IT	-0.1027	Negative
 Yes I know. One of the pilots who fly them is Piercarlo Ciacchi who was flying alongside me during that… 	IT	0.4019	Positive
_parallel  ur shot was insanee	IT	0.0	Neutral
Shot Against The City  #gurushots	IT	0.0	Neutral
Delayed 2nd Pfizer/BioNTech shot boosts antibodies in elderly 	IT	0.1027	Positive
 Yes, one shot, one kill!	IT	-0.5093	Negative
  Getting my first shot today.  The only action that will change is that I will jog/exercis… 	IT	0.0	Neutral
 He will give away a shot bottle of Jager, which he had a shopping cart full of them. I ended up buyin… 	IT	0.0	Neutral
   Star Wars is not real life.Point is, Rey didn't just wake up one day and was sud… 	IT	-0.5574	Negative
 That's what happens when you're a Dyad in the Force with a Skywalker,&amp;your opponent got shot in the gut.R… 	IT	0.0	Neutral
I can't tell you how many times I've come out of a rivals win against the Gfuel snorters trapping every ball with a… 	IT	0.5859	Positive
 I hope she doing well there is even a video that people who got the shot in there arms magent sticking ou… 	IT	0.6124	Positive
"New show ""DEFCON SHOT 62"" up now at  Check it out now!"	IT	0.0	Neutral
Every year 2ML #kangaroos are shot to death in a commercial hunt that allows some companies to make football boots!… 	IT	-0.636	Negative
 was fortunate to escape injury when he tripped over the service line chasing down a drop shot from Zve… 	IT	-0.0772	Negative
 I've been a bit hesitant to say so because I don't know anyone else who's been sick a week after a shot… 	IT	-0.6486	Negative
 I suspect my experience went like this: had first dose of AZ, felt fatigued, went to bed early....misse… 	IT	-0.2732	Negative
  Beautiful shot at the end there with all of them	IT	0.5994	Positive
 O anche cum shot one kill dipende	IT	-0.6908	Negative
 One shot one kill	IT	-0.6908	Negative
Your Favorite Shot  #gurushots	IT	0.4588	Positive
 Shot from behind the goal shows his positioning was a metre off	IT	0.0	Neutral
A durum wheat variety developed by highland farmers in #Ethiopia  was approved by the government for distribution… 	IT	0.4215	Positive
#WHO: Europe-Approved Vaccines Effective Against #Coronavirus Variants - #CovidVaccine  	IT	0.4767	Positive
#PanettaTechNews The _GBA has approved the first transnational #CodeOfConduct to be adopted within the EU si… 	IT	0.4215	Positive
 Biden approved the sale of precise weaponry to Israel for the sum of $735 million, so they would be… 	IT	0.2263	Positive
 The EU just approved fucking yellow mealworm for consumption. So why not cicadas as well?	IT	0.2467	Positive
the english translation I did of the synopsis of the tv series we’re about to shoot got approved by the directors a… 	IT	0.1027	Positive
_Angry A young stupid officer thinking she was at pride or taking the knee for BLM.Mistaking impartiality for s… 	IT	-0.25	Negative
 Even better: in the children magazine printed by the Italian Communist Party, the dog from their most p… 	IT	0.6808	Positive
Any and all CVD v a x have not been approved. 	IT	-0.3252	Negative
Herbal COVID medicine from Taiwan (under the names of RespireAid and COVRelief) is approved now.#TaiwanCanHelp 	IT	0.4215	Positive
Italy approved an update to its coronavirus rules on Monday, extending the curfew for one hour and creating six low… 	IT	0.6124	Positive
Italy approved a new curfew on Monday allowing people to circulate in the evenings one hour longer after the countr… 	IT	0.4215	Positive
NEW: The Biden administration has approved the sale of $735 million in precision-guided weapons to Israel. ⁦… 	IT	-0.0258	Negative
 Rampapapapammmm  approved 	IT	0.4215	Positive
#WorldSailing's #Council have approved the Men's and Women's #Kiteboarding (Formula Kite) and Men's and Women's Two… 	IT	0.4215	Positive
New IFAD investment approved for South Sudan - South Sudan Livelihood and Resilience Project (SSLRP) 	IT	0.5574	Positive
  Pin, stamped, approved.Pin: what it is nowStamped: temp pin Approved: retweetsI think Thatd be beneficial!	IT	0.7177	Positive
  Approved	IT	0.4215	Positive
. will implement a new Nutrition Strategy to ensure healthy diets for allThe Vision and Strategy for FAO’s Wo… 	IT	0.743	Positive
 _last  Cmon bro the sperm part no follow like even me I prefer injection to tablets	IT	0.0772	Positive
"r/t ""Blind SQL Injection flaw in WP Statistics impacted 600K+ sites"" "	IT	0.0085	Positive
[#CyberSecurity] Over 600,000 Sites Impacted by WP Statistics Patch.  The vulnerability allowed any site visitor to… 	IT	0.2103	Positive
A FINAL WARNING TO HUMANITY FROM FORMER PFIZER CHIEF SCIENTIST MICHAEL YEADON - 	IT	-0.34	Negative
  But Pfizer has the edge in manufacturing... mrna can scale. 3 billion this year 3+ 2022	IT	0.0	Neutral
_88  I mean theyre both around 95% effective in stage 3 trials...its why the US is nearing herd imm… 	IT	0.4767	Positive
   Fyi Pfizer is stable for 4 weeks at 2-8 C 	IT	0.4588	Positive
 Attaccate ar Pfizer pure...	IT	0.0	Neutral
 I’m getting Pfizer too. Drank some Gatorade (and plenty of water) and will take Advil after.	IT	0.0	Neutral
 My arm hurts (I got Pfizer)	IT	-0.4767	Negative
_Winchester  Me and all health workers got pfizer but even with that make there have been some infections.	IT	0.0	Neutral
Delay in giving second jabs of Pfizer vaccine improves immunity 	IT	0.4404	Positive
 True congrats Mr. President happy for the Americans✌️✌️ and personally proud to have the  a… 	IT	0.9186	Positive
They even tell you. Boy are people dumb 	IT	-0.5106	Negative
#Governo #Mattarella #Europa #Draghi #GovernoDraghi #ministri #pianovaccinale #Speranza #VaccinoAntiCovid… 	IT	0.0	Neutral
ULTIM’ORA #Lazio – Nel weekend torna l’Open Day AstraZeneca |    	IT	0.0	Neutral
 I’m going for my second dose of AstraZeneca  next week. Lazio has been amazing. Impeccable organizatio… 	IT	0.5859	Positive
_88  Sinovac and Sputnik together will be around 2B, Astrazeneca is a wildcard could be 1-2B	IT	0.0	Neutral
Open day AstraZeneca per over 40, guida in 6 mosse per partecipare 	IT	0.0	Neutral
 Callie, was this video made after the second dose of AstraZeneca ? ;)) 	IT	0.0	Neutral
#Paliano – Covid, Open Day AstraZeneca over 40, un successo! |    	IT	0.0	Neutral
SPECIALE – |    #andrelli #hubvaccinale #opendayastrazeneca… 	IT	0.0	Neutral
First done done #VacciniCovid #AstraZeneca #tisciali 	IT	0.0	Neutral
Open Day Astrazeneca, grande adesione 	IT	0.0	Neutral
Over 40 and have tessera sanitaria? Book your appointment for May 15 and 16 open days #vaccination with… 	IT	0.0	Neutral
The Express reports that 25% of people in the #EU are reluctant to have the #Covid19 #Vaccine because of the 'bitch… 	IT	-0.25	Negative
ULTIM’ORA #Lazio – Open Day AstraZeneca over 40, sold out in |    	IT	0.0	Neutral
Vaccini Lazio, sold out l'open day AstraZeneca per over 40 	IT	0.0	Neutral
India's COVID chaos puts Bhutan's vaccine success at risk. Although 80% of adults have received one dose, supply of… 	ES	-0.2732	Negative
 | Daily Covid-19 vaccination figures in Catalonia1️⃣ | 2,653,094 given first dose as of today (33.9% of total p… 	ES	0.0	Neutral
Can you have alcohol after the Covid vaccine?Moderate drinking is unlikely to hurt your immune response to the dru… 	ES	-0.296	Negative
" I'm in the U.S.My *91-yo Mom* &amp; I had the Pfizer two dose vaccine.The only ""side effect""? Our arms… "	ES	0.0	Neutral
At least 3 Indian states and 2 cities, including Pune, show signs of a vaccine effect, less infections and deaths a… 	ES	0.0	Neutral
 | Daily Covid-19 vaccination figures in Catalonia1️⃣ | 2,597,372 given first dose as of today (33.64% of total… 	ES	0.0	Neutral
Anti-vaxxers don’t deserve coddling, theaters should require proof of vaccination—Sorry for not contorting myself t… 	ES	0.0	Neutral
#BREAKING Spanish authorities propose letting people with one AstraZeneca dose decide whether to get the second dos… 	ES	0.0	Neutral
Does he mean like the ones already in progress by Pfizer and moderna ???Is he just referring to the az vaccine ?… 	ES	0.7399	Positive
️ Catalan News in 100 seconds Under 60s who got fisrt AstraZeneca jab will now get Pfizer vaccine Sagrada Fa… 	ES	0.0	Neutral
UK Covid vaccine booster trial launched, announces Matt Hancock  via 	ES	0.128	Positive
Malawi has become the first African country to publicly burn thousands of Covid-19 vaccine doses — It received 102,… 	ES	0.0	Neutral
PollA governor has just mandated fines on schools if they ask children to wear masks while they still can't get a… 	ES	0.0	Neutral
 | Under 60s who have received one dose of the AstraZeneca vaccine will be offered Pfizer for a second dose, but s… 	ES	0.0	Neutral
Some India's major cities show signs of emerging from the worst of the pandemic, cases drop and hospitals see empty… 	ES	-0.7351	Negative
 | Daily Covid-19 vaccination figures in Catalonia1️⃣ | 2,538,650 given first dose as of today (32.87% of total… 	ES	0.0	Neutral
Just got the first dose of the vaccine // Ja tinc la primera dosi posada  	ES	0.0	Neutral
The Serum Institute of India, the world’s largest vaccine manufacturer, extends its halt on Covid-19 vaccine export… 	ES	0.128	Positive
 Here have another 	ES	0.0	Neutral
 Here one teen report mainstream media 	ES	0.0	Neutral
 Go take a look , some parents are already speaking out and not happy with what’s happening . Of cou… 	ES	-0.4585	Negative
#BREAKING Spanish authorities have agreed to administer the Pfizer vaccine to people under 60 who were first inocul… 	ES	0.2732	Positive
Very happy to have received my 1st Pfizer vaccine in Barcelona today. Very well organised &amp; very quick.… 	ES	0.7496	Positive
More flexible storage conditions for BioNTech/Pfizer’s COVID-19 vaccine | European Medicines Agency  vía _News	ES	0.2944	Positive
This guy talks like a Cunt!This is what we do about anti-vaxxers: No job. No entry. No NHS access | Sean O’Grady 	ES	-0.5255	Negative
Once a covid-19 success story, Taiwan struggles with a vaccine shortage amid its worst outbreak — Residents are rus… 	ES	-0.5994	Negative
Why Bulgaria is an EU laggard in COVID vaccinations: Plagued by vaccine skepticism and poor management, it has the… 	ES	-0.6249	Negative
 | Daily Covid-19 vaccination figures in Catalonia1️⃣ | 2,484,587 given first dose as of today (32.17% of total… 	ES	0.0	Neutral
" | Health authorities have said they will ""for sure"" reconsider whether face masks should continue to be compulsor… "	ES	0.3182	Positive
US CDC abruptly changes its guidance on face-masks, now advises that 120 million Americans who are fully vaccinated… 	ES	0.0	Neutral
Unless 18+ people are allowed, 45+ will forever live in ignorance and hesitation out of fear. Rumours about vaccine… 	ES	-0.7783	Negative
Texas' vaccination rate is slipping, particularly among conservatives. Only 1/3 of Texans are fully vaccinated. Des… 	ES	0.0	Neutral
_Simpson      The entire Centre for Policy… 	ES	0.0	Neutral
Please link 4k ₹ assistance to vaccination, otherwise we won't get anywhere. People from village refuse to avail. I… 	ES	0.0258	Positive
Vaccine hesitancy remains extremely low in UK, now vaccinating around 300,000 people daily, 0,4% of the population… 	ES	-0.5095	Negative
Big vaccine makers reject offers to help produce millions more doses — Biolyse in Canada, Incepta in Bangladesh, Te… 	ES	0.0	Neutral
   The funny thing is prc is giving loans to countries to buy their vacci… 	ES	0.6486	Positive
 Nobody interested in vaccine. Better link 4000 cash to vaccination, people might show some interest.… 	ES	0.6808	Positive
 | Daily Covid-19 vaccination figures in Catalonia1️⃣ | 2,456,753 given first dose as of today (31.81% of total… 	ES	0.0	Neutral
India battling against COVID 2nd wave bravely under PM Modi.India receives global support in response to 'Vaccine… 	ES	0.5994	Positive
India battling against COVID 2nd wave bravely under PM Modi.India to get 216 crore vaccine doses in Aug-Dec 2021.… 	ES	0.296	Positive
As demand for vaccine wanes, US officials shift from not wasting a dose to not to miss an opportunity to vaccinate… 	ES	0.6126	Positive
Even with waivers, technology transfers, and access to raw materials, it would take 6 months for more drug makers t… 	ES	0.0	Neutral
Bars and cafes can open from 6am and capacity limits will be relaxed for shops and cultural venues from May 24Mor… 	ES	0.4939	Positive
Patients in Scots hospitals with Indian variant despite being vaccinated, reports say 	ES	0.0	Neutral
Russian vaccine’s hot streak is sputtering — Russia's Sputnik V coronavirus vaccine seemed unstoppable, until regul… 	ES	-0.2023	Negative
Oh an I have searched all the european leaders to see if they are trying to take the praise for their vaccine rollo… 	ES	0.5574	Positive
 | Daily Covid-19 vaccination figures in Catalonia  1️⃣ | 2,442,174 given first dose as of today (31.63% of tota… 	ES	0.0	Neutral
Better stop it now. We don't wanna have vaccine that sound like Mexican voodoo spell 	ES	0.4939	Positive
Why it’s so important that 12 to 16 years-old can now get a COVID-19 vaccine: We are in a pandemic from which teens… 	ES	0.3327	Positive
Ontario administered a record 154,104 COVID vaccine doses, more than 1% of the population in just one day — 6.50 mi… 	ES	0.0	Neutral
Delta Air Lines will not hire the unvaccinated, and current employees who decide against the vaccine might find the… 	ES	0.0	Neutral
 I know more people who have gotten Covid after the vaccine than people who have gotten Covid twice.	ES	0.0	Neutral
️ | Restaurants’ opening hours widened and capacity limits relaxed for shops and culture from May 24Catalonia pr… 	ES	0.4939	Positive
_rita39 I'd be going to Peterborough after I get my vaccine shots to visit the family.	ES	0.0	Neutral
 | Daily Covid-19 vaccination figures in Catalonia 1️⃣ | 2,416,081 given first dose as of today (31.29% of total… 	ES	0.0	Neutral
Looks like my COVID vaccine has started working. 	ES	0.3612	Positive
 | 30% of Catalan residents have already received at least one dose of a Covid-19 vaccineRead more:… 	ES	0.0	Neutral
 | Daily Covid-19 vaccination figures in Catalonia1️⃣ | 2,359,667 given first dose as of today (30.56% of total… 	ES	0.0	Neutral
How India's vaccine drive went horribly wrong — Modi has opened up vaccinations for some 960 million eligible India… 	ES	-0.7579	Negative
About 1/3 of Australians said they were unlikely to get vaccinated, reportedly up from previous months.The caution… 	ES	0.0	Neutral
  I got ALL the side effects when they put me on topamax a long time ago. It was crazy. I… 	ES	-0.34	Negative
Albion j';ust call.ed me a fgaggogt i want do die,.	ES	0.0772	Positive
Fasten your seat belts... 	ES	0.0	Neutral
 Obviously the CSGO killer right here	ES	-0.6486	Negative
_Aidoo7 Same goes for you.	ES	0.0	Neutral
_ Pilot Summer School Dates: July 20 and 21, 2021Speakers: , _gu, … 	ES	0.0	Neutral
Year 4 students are reading a webquest about J. K. Rowling. We have a kahoot! 	ES	0.0	Neutral
Just publishedThis is the first study to use #Biodiversity Loss Indicator for LCA in #Brazil. The authors analyse… 	ES	-0.3182	Negative
 #CoverReveal!  Carnal (adjective): Relating to the pleasures of the body, Given to sensual indulgence, The man w… 	ES	0.4926	Positive
_echarte and The Broken phone	ES	-0.4767	Negative
_opdenakker Bookmarking this one.	ES	0.0	Neutral
_Zaragoza_ Mire, como usted...	ES	0.0	Neutral
“Trough the dancing poppies stole a breeze. Most softly lulling to my soul.”J.KeatsMary Cassat American arti… 	ES	0.0	Neutral
   I saw reports of teens suffering brain blood clots .  Colorado, Las Vegas and… 	ES	-0.4767	Negative
J, Italian bees harbour disease + cannot be direct import to U.K. without clearance. However, import them to NI = f… 	ES	0.0	Neutral
   How did u pros and T.O admins managed to blame Valve out of everything u all did wron… 	ES	-0.34	Negative
 _Holmes99   _official   … 	ES	0.0	Neutral
 _J She’s our queen!  	ES	0.0	Neutral
   I write what I want. And don't threaten me Adam J.  Do you understand?	ES	0.3578	Positive
_cirera  _CNS Good to hear that! We hope you're liking the experience 🤗	ES	0.8313	Positive
_LucisCaelum Cagaste	ES	0.0	Neutral
Where the J.Cole noise go???	ES	0.0	Neutral
 Jimmy JacobsB.J.WhitterLaceyTyler Black (Seth Rollins)Johny MercudyBrody Lee (RIP)Zack Glowee… 	ES	0.0	Neutral
_J_M Empic/en pic/ampic. Exacte.	ES	0.0	Neutral
MEJORES GOLES J39 #LaLigaSmartbank | ⚽️1⃣  (). 2⃣ _CarlosLazo (_D_Almeria).3⃣… 	ES	0.0	Neutral
 Oh fuck, my crush's name starts with J	ES	-0.5423	Negative
 How to reset account PW on a non MS device that is attached to  only? No known MS Customer Servi… 	ES	-0.296	Negative
Dendrology. J Serra 21.trunk in a slope with a fire scar. 	ES	-0.34	Negative
 Hera_rage	ES	0.0	Neutral
_OOOb Lool	ES	0.0	Neutral
   @_DCWorld  _Fernando_J  … 	ES	0.0	Neutral
If she listens to J.Cole 	ES	0.0	Neutral
The J.Cole noise died so quick. . Makes you wonder if he's all that.. Hmmmmm	ES	-0.5574	Negative
Peonies 134/365...#365dies #365days #daquiidalla #flowers #fiori #peonyflower #instadaily #picoftheday… 	ES	0.0	Neutral
_x _j_morton  Nice view 	ES	0.4215	Positive
"""The crucible that drove Israel and the Gulf states together is not the Iranian problem, which was always there for… "	ES	0.3089	Positive
"""Instead of cappin’, why don’t you talk about being a broke rapper?"" - J Cole"	ES	-0.4215	Negative
_montse2mobles Tornarem!	ES	0.0	Neutral
"""Quasistatic kinetic avalanches and self-organized criticality in deviatorically loaded granular media""by J. Baró,… "	ES	0.0	Neutral
J Cole??? Jermaine?? Cole?? Mr nice watch?? Young simba????	ES	0.5803	Positive
_rita39 Ok, am waiting for mine. I'd get it maybe by the last week of the month. Probably the J&amp;J single shot.	ES	0.296	Positive
"#NowPlaying ""m y . l i f e"" by J. Cole on  I’m suing for being late "	ES	-0.2732	Negative
NICKI IS BACK !! Move J. Cole , its Nicki day !	ES	0.0	Neutral
_azro       _Roig_Castell… 	ES	0.0	Neutral
Coffee time 133/365...#365dies #365days #daquiidalla #coffeetime #breaktime #instadaily #picoftheday… 	ES	0.0	Neutral
Japan approves Moderna and AstraZeneca COVID vaccines to speed up its sluggish vaccination drive — Since its launch… 	ES	0.0	Neutral
#JoemvacunoA mi m'ha tocat #Moderna 	ES	0.0	Neutral
  Too late for that-Cameron ensured preponderance of Tory supporters inside senior M… 	ES	0.4404	Positive
._Batters . Well, once again Boris Johnson has lied&amp;gone for trade deal with Australia that will… 	ES	0.2732	Positive
I think you will find that Boris Johnson has different ideas .Sadly he seems untouchable as each day our democrac… 	ES	-0.4215	Negative
 PM Johnson is obsessed by fixed infrastructure and bridges in particular.The remarkable transformati… 	ES	0.4404	Positive
We must not let this die down amongst all the bad stuff by the Conservative party led by johnson . 	ES	-0.7525	Negative
 Might be easier to try and locate the times Bozo Johnson has actually told the truth?… er…… ok then, maybe not	ES	0.6124	Positive
 Self awareness only operates:(1) with a six month time delay(2) when activated by PM Johnson's convenience	ES	0.0	Neutral
  Everything in 3s... get brexit done...hands face space (until recent addition)... stay home etc..… 	ES	0.0	Neutral
Is he Boris Johnson’s twin ? 	ES	0.0	Neutral
   The court case is very unlikely to succeed.Anyway, at every turn afte… 	ES	0.0	Neutral
#NowPlaying Tomorrow morning by Jack JohnsonOn and On 	ES	0.0	Neutral
Check out this very cool book chat that explores LGBTQ+ rights and intersectionalities on 5/26 at 1pm EST with amaz… 	ES	0.3804	Positive
_Adonis Be better at it than Bozo Johnson for a start….	ES	0.4404	Positive
Just on a side note - this piece of excrement took a pot shot at Sadiq Khan today as london mayor .Would like to… 	ES	0.3612	Positive
“We have the best border control in the world “ old man johnson 19 May 2021 .(Pandemic feb 2020)Shambles 	ES	0.6369	Positive
#NowPlaying Taylor by Jack JohnsonOn And On 	ES	0.0	Neutral
#NowPlaying Hope by Jack JohnsonSleep Through The Static 	ES	0.4404	Positive
#NowPlaying Constellations With Eddie Vedder by Jack JohnsonEn Concert 	ES	0.0	Neutral
  _Simpson    NI has left the EU.it just… 	ES	0.0	Neutral
The same here in the U.K. with Boris Johnson. 	ES	0.0	Neutral
  _Simpson    A dishonest supposed lack of… 	ES	-0.7184	Negative
#NowPlaying Don`t let me down (NEW) by Milky Chance ft Jack JohnsonDon`t let me down 	ES	0.25	Positive
How many people must resign before Boris flaming johnson ? 	ES	-0.34	Negative
#NowPlaying Angel by Jack JohnsonSleep Through The Static 	ES	0.0	Neutral
   Who cares what they signed?There is no solution without trust.There is n… 	ES	0.4767	Positive
  _Simpson    Because in the end after all… 	ES	0.0	Neutral
  Frost owes his job to his willingness to follow Johnson's lead and tell whatever conven… 	ES	0.2732	Positive
Notice the social distancing - Boris Johnson style 	ES	0.0	Neutral
I said last week we are on the “blame the people” stage of the pandemic.Hancock and Johnson should be in Jail,. 	ES	0.0	Neutral
 _Simpson    Because it doesn't work.Doesn't exist elsewh… 	ES	0.0	Neutral
_M_H She will make a wonderful prime minister one day.The next one after Johnson retires to Mustique?	ES	0.5719	Positive
   Exactly.For all the huffing and puffing there is no better solution.And Johns… 	ES	0.1779	Positive
The King of Little England — Johnson, unlike Trump, does not want never-ending disarray. The difficulty is that, ha… 	ES	-0.3863	Negative
The majority of the voters voted against Boris Johnson .Our system needs changing . 	ES	0.0	Neutral
You have to give it to Jim he’s really doing a cracking job .But johnson is just sticking two fingers up to every… 	ES	0.0	Neutral
Quite correct johnson can’t be trusted 	ES	0.4767	Positive
 _hill   Not that it really matters in trade terms as the effect would… 	ES	0.101	Positive
 _hill   There won't be a UK-USA trade deal until Johnson honours the Northern Ireland Protocol.	ES	0.4939	Positive
Like johnson they just don’t care . 	ES	0.6908	Positive
He means it was worth £15,000 each, ‘did I forget to clarify that’ says Johnson! 	ES	0.0	Neutral
Yes. Per head of population U.K. is worse re: deaths than India and the USA.Johnson and Hancock are OK with that st… 	ES	0.368	Positive
His name is johnson .You could have stopped after the first two words . 	ES	-0.2263	Negative
Two major news stories today.Priti Patel and Boris Johnson .Still not a thing on #bbc website .Nothing nada zilch .	ES	0.0	Neutral
 Yeah, but we need a trade deal so we can’t bear down on them can we &amp; after all Johnson has bet the far… 	ES	0.1531	Positive
   Remember Heseltines apt description..Johnson waits to see which way the crowd… 	ES	0.0	Neutral
  Why did I read Boris Johnson? Need a Coffee....	ES	0.0	Neutral
#NowPlaying Good People by Jack JohnsonIn Between Dreams 	ES	0.6808	Positive
